-3.000000,0.000000,0.000000 , 1.000000 , 3.000000,0.000000,0.000000 , 1.000000 ,  Time , 0,
-2.996527,-0.099961,0.000000 , 1.000000 , 2.996527,0.099961,0.000000 , 1.000000 ,  Time , 0.5,
-2.986105,-0.199691,0.000000 , 1.000000 , 2.986105,0.199691,0.000000 , 1.000000 ,  Time , 1,
-2.968720,-0.298954,0.000000 , 1.000000 , 2.968720,0.298954,0.000000 , 1.000000 ,  Time , 1.5,
-2.944348,-0.397514,0.000000 , 1.000000 , 2.944348,0.397514,0.000000 , 1.000000 ,  Time , 2,
-2.912959,-0.495125,0.000000 , 1.000000 , 2.912959,0.495125,0.000000 , 1.000000 ,  Time , 2.5,
-2.874512,-0.591537,0.000000 , 1.000000 , 2.874512,0.591537,0.000000 , 1.000000 ,  Time , 3,
-2.828957,-0.686484,0.000000 , 1.000000 , 2.828957,0.686484,0.000000 , 1.000000 ,  Time , 3.5,
-2.776233,-0.779690,0.000000 , 1.000000 , 2.776233,0.779690,0.000000 , 1.000000 ,  Time , 4,
-2.716272,-0.870863,0.000000 , 1.000000 , 2.716272,0.870863,0.000000 , 1.000000 ,  Time , 4.5,
-2.648996,-0.959689,0.000000 , 1.000000 , 2.648996,0.959689,0.000000 , 1.000000 ,  Time , 5,
